Feature1,Feature2,Feature3,Feature4,Target,CategoricalFeature
3.0775272941671123,,1.4511436077950417,2.9011473579560043,1,Category2
0.8509551235190217,0.6296288419236122,0.8128621188389601,-1.1845521590019015,0,Category2
-0.7771967573420437,-0.4691756521047048,1.179440120721287,-0.6360471322673282,1,Category3
1.0989121822869998,0.117327383308782,-0.020901593964148132,-0.9320620010026774,0,Category1
1.158686403273979,-1.237815498826849,1.586016816145352,-0.8816743575176016,0,Category2
0.7701837425472519,-0.827230943552323,0.3227185603380895,0.7497613389884288,1,Category2
0.6004691541690629,-0.5915713888358299,1.277664895788425,-1.439491850963059,0,Category3
-0.008322672359716954,0.18645431476942764,-2.025142586657607,-1.7576142987924794,0,Category1
0.10320711303165564,1.2378163119734618,-0.11453984525261789,0.2179121324357699,1,Category2
1.6155060643467123,0.6795977489346758,-0.7153037092599682,-0.5730123065374677,0,Category2
0.7877915295487539,-1.0243876413342898,-3.2412673400690726,-1.243783974468926,0,Category1
1.228311836266957,-0.6533292325737119,-0.4749453111609562,-0.7571784388988299,0,Category3
1.0018308917601182,1.135565640180599,0.570890510693167,-1.0264671726996433,0,Category2
0.8037508088081914,-0.40122047188583626,0.6901439917111125,0.7449192579462965,1,Category1
1.6853871208648754,-0.1423794850212935,-1.0676204293825944,1.6330679750615706,1,Category3
0.0949030019619479,-0.32138584165299344,-0.8254971967925115,0.09090507867580488,1,Category1
0.3395811718162105,-0.3853135968617602,0.06980208499001891,-1.4538091449438244,0,Category1
-0.4002081356076206,0.6621306745210467,0.11351734525124804,-2.2632311952006585,0,Category2
1.9386673202497136,,0.024510174258942714,1.8991032088393323,1,Category1
-0.08239153806368615,-0.6771617115121117,0.07580455819372633,-0.02861136539561704,1,Category3
0.12437227167482123,-0.20219265243389406,0.5470973811700379,0.19896732762144942,1,Category3
1.322721346553776,,0.9540017634932023,-0.5934031745416841,0,Category1
0.7114471960217545,0.6283455092642799,0.6241198170521551,0.8387786980134637,1,Category1
1.2153011583217863,1.088950596967366,-0.47193186578943347,-0.960907737755308,0,Category1
-0.2119865274602617,,0.6819529712949639,-0.20665157999902295,1,Category2
1.8669662031211005,-0.48423407286625136,-1.5193699659540134,-0.3691580909555625,0,Category3
1.0457831587211495,,-0.44004448669698376,-1.0997755780798,0,Category2
0.8825927406971904,-1.4301413779606327,1.6324113039316352,-1.1366362769163625,0,Category2
0.7325459737566835,-0.5637245528039747,0.41293145427562433,0.6904143344556382,1,Category3
3.174354677420214,-0.8972543714858315,-0.012246772846914623,2.9712128279034298,1,Category1
0.585900182072391,,-0.3152692446403456,-1.3374566622833928,0,Category2
1.0774666439353302,0.40498171096095553,1.7654542402810969,-0.9609535968376419,0,Category3
0.6984090891945828,0.9178619470547761,-1.2608839543350452,-1.38029524897474,0,Category1
2.3141482893182737,0.8135096360006385,0.8254163489880298,2.295190664749195,1,Category3
0.556563443640409,0.010233061019587049,1.1631637521549596,-1.3103847593164402,0,Category3
2.221405533046899,,-1.4480843414973241,2.1003663794476686,1,Category2
1.4416952753767083,-0.2886586389201383,-0.01851313599238993,1.4093286103001743,1,Category2
3.0731794530216816,-0.13014305436768459,0.3241663524884421,2.845641761592392,1,Category1
2.330267768878029,-1.2141886127877322,-1.006017381499702,2.2591175762617537,1,Category1
0.6456933312120676,-0.14705738150213865,0.9751197334177512,0.6920325714869127,1,Category2
0.47335818830108733,0.7746340534293368,0.44381942814622843,-1.4386204413149606,0,Category2
1.2339066795459237,1.09877685198719,-0.2176812032272203,1.1968407014240383,1,Category1
1.8878203112449672,0.08187413938632256,-0.48536354782910346,-0.36699363840733434,0,Category2
1.8124504436119835,,0.28099186773503265,-0.2720201158720802,0,Category1
0.8797193188046393,,-0.20812225035727522,-1.1775693234049858,0,Category1
0.7636179834755972,0.5883172064845765,-0.15178509503558332,-1.1869125921324102,0,Category2
0.46010921199930743,-1.6127158711896517,0.6862601903745135,-1.4873964092219571,0,Category1
1.4127670360901916,0.46210347426327075,-0.9815086510479509,-0.676213953019394,0,Category1
1.8935668996655775,0.8657551941701215,0.5049872789804571,-0.3669991819356311,0,Category1
1.7107399590543653,0.2436872114919123,-0.8222203955664315,1.5690077444386896,1,Category3
1.6867452364282531,-1.0777447779293061,0.06428001909546277,-0.35904110737778405,0,Category1
0.2480275674119129,-0.5069431753711298,0.24496657110872277,0.27894397794294146,1,Category1
1.233322932276001,1.8314587658543537,-1.3202332070206422,1.2393357210507054,1,Category2
0.224855018583074,-0.7673475628880495,2.1531824575115563,0.2948215348885572,1,Category1
0.3787899694407688,-0.6516003476058171,0.045571839903813784,-1.559105497166838,0,Category2
1.4258689834362994,-0.5993750229537729,-1.594427658794367,1.3900295905888695,1,Category2
1.290211937969933,-0.7076694656187807,1.2669111491866227,-0.7640857774360573,0,Category3
0.5735788122787628,-0.6929095952606542,0.35701548596504734,-1.3529794304762326,0,Category3
0.6796311258278125,1.8761708392158862,0.34175597577715944,0.7578367240551569,1,Category1
1.2341351154739715,-0.8082982853551515,2.1898029332176723,1.2027503449408214,1,Category3
1.8370886785947893,-0.11473644146689901,-0.7925207384327007,-0.3328127376840042,0,Category1
1.1299157571516825,0.5951570254369136,0.09699596499271819,1.1023613435568353,1,Category1
1.85766106168546,-1.9520877995225019,2.1330333746562666,-0.4053013251091693,0,Category1
1.5691743624106147,-1.0025293646378088,-0.01901620790268883,1.5409665968359358,1,Category1
